Latitude;Longitude;Bank;Street/City;City/Street;Valid_To_Date;Avg_Weekly_Transactions
49.0139044899;14.0005946617;Èeská spoøitelna;Zvolenská 29;Prachatice;2017-06-05;238560
49.4712427985;17.109317845;Èeská spoøitelna;ikovo nám. 137/17;Prostìjov;2017-06-05;275535
49.1981158467;14.2177733538;Èeská spoøitelna;Masarykovo nám. 18;Protivín;2017-06-05;345600
50.0392757408;15.5596993507;Èeská spoøitelna;Praská 419;Pøelouè;2017-06-05;244575
49.4537560836;17.4474866384;Èeská spoøitelna;Palackého 2882/16;Pøerov;2017-06-05;186550
49.5730947152;13.3292210447;Èeská spoøitelna;Masarykovo nám. 111;Pøeštice;2017-06-05;240450
49.6870072368;14.0107092109;Èeská spoøitelna;Námìstí Arnošta z Pardubic 166;Pøíbram;2017-06-05;589680
49.5767882021;15.7385839333;Èeská spoøitelna;Bechyòovo námìstí 7;Pøibyslav;2017-06-05;446820
49.8568973481;13.6047321777;Èeská spoøitelna;námìstí Kašpara Šternberka 363;Radnice;2017-06-05;175075
49.0859595186;16.6044947625;Èeská spoøitelna;Masarykova 515;Rajhrad;2017-06-05;298200
50.1042856239;13.7315989386;Èeská spoøitelna;Husovo námìstí 2347;Rakovník;2017-06-05;303120
49.7410446808;13.5978975086;Èeská spoøitelna;Malé námìstí 219;Rokycany;2017-06-05;224595
50.165454027;16.4661293115;Èeská spoøitelna;námìstí T. G. Masaryka 4;Rokytnice v Orlickıch horách;2017-06-05;277290
49.1819707719;16.3886616298;Èeská spoøitelna;Komenského námìstí 1226;Rosice;2017-06-05;262350
50.4236693004;14.2595314683;Èeská spoøitelna;Karlovo námìstí 22;Roudnice nad Labem;2017-06-05;189150
49.2035345241;16.8817597645;Èeská spoøitelna;Sušilovo námìstí 68/58;Rousínov;2017-06-05;220668
50.1611482658;14.3916909008;Èeská spoøitelna;Lidická 1734;Roztoky;2017-06-05;458280
49.6017879489;13.8639609321;Èeská spoøitelna;Námìstí 6;Romitál pod Tøemšínem;2017-06-05;198200
49.4581578;18.1430152548;Èeská spoøitelna;Masarykovo námìstí 134;Ronov pod Radhoštìm;2017-06-05;366200
50.5056426386;16.0698211055;Èeská spoøitelna;Hronovská 573;Rtynì v Podkrkonoší;2017-06-05;252780
50.0338459741;14.2331508543;Èeská spoøitelna;Masarykova 105;Rudná;2017-06-05;248430
49.8668528895;18.3768247049;Èeská spoøitelna;Mírová 1537;Rychvald;2017-06-05;255850
49.9314150438;17.2723352189;Èeská spoøitelna;námìstí Míru 218/5;Rımaøov;2017-06-05;295680
49.9132388198;14.232870132;Èeská spoøitelna;Mníšecká 1060;Øevnice;2017-06-05;405468
49.9919516288;14.6575473666;Èeská spoøitelna;Masarykovo námìstí 35/4;Øíèany;2017-06-05;139225
50.1359626562;14.9853188073;Èeská spoøitelna;Palackého nám. 77;Sadská;2017-06-05;265800
49.8756957655;14.9021734057;Èeská spoøitelna;Nám. Voskovce a Wericha 356;Sázava;2017-06-05;321120
49.6592590424;14.4245262409;Èeská spoøitelna;28. øíjna 622;Sedlèany;2017-06-05;162375
49.5727447334;14.5331879155;Èeská spoøitelna;nám. 7. kvìtna 6;Sedlec-Prèice;2017-06-05;320265
50.6038498101;15.3344416454;Èeská spoøitelna;Husova 4;Semily;2017-06-05;329050
50.0660095102;15.8523399979;Èeská spoøitelna;Masarykova 249;Sezemice;2017-06-05;421776
49.3782609916;14.7019835255;Èeská spoøitelna;námìstí Tomáše Bati 664;Sezimovo Ústí;2017-06-05;249165
49.8436287055;15.9967449083;Èeská spoøitelna;Palackého námìstí 373;Skuteè;2017-06-05;277305
50.231232007;14.0836627732;Èeská spoøitelna;Dr. E. Beneše 99/1;Slanı;2017-06-05;143825
49.9170168221;15.8156971876;Èeská spoøitelna;T. G. Masaryka 771;Slatiòany;2017-06-05;154950
49.0897758362;17.8742572212;Èeská spoøitelna;námìstí Mezi Šenky 287;Slavièín;2017-06-05;243432
48.9976336623;15.3525247042;Èeská spoøitelna;Horní námìstí 525;Slavonice;2017-06-05;233730
49.2490566796;17.8004541993;Èeská spoøitelna;Dlouhá 19;Slušovice;2017-06-05;275900
50.7397154195;15.2450499891;Èeská spoøitelna;námìstí T. G. Masaryka 600;Smrovka;2017-06-05;229160
49.2599932587;14.7200032136;Èeská spoøitelna;Námìstí Republiky 104;Sobìslav;2017-06-05;329550
50.4677228342;15.1794105818;Èeská spoøitelna;Jièínská 420;Sobotka;2017-06-05;407565
50.1762966159;12.648314011;Èeská spoøitelna;Boeny Nìmcové 2042;Sokolov;2017-06-05;228525
50.2034784406;16.2375086644;Èeská spoøitelna;Vašátkova 45;Solnice;2017-06-05;239610
49.5538745532;13.0707821247;Èeská spoøitelna;námìstí T. G. Masaryka 8;Staòkov;2017-06-05;281370
49.6413301484;13.165211169;Èeská spoøitelna;Plzeòská 35;Stod;2017-06-05;149424
50.1476371379;13.9563252444;Èeská spoøitelna;Jaroslava Šípka 486;Stochov;2017-06-05;167872
49.2609141038;13.902244636;Èeská spoøitelna;Velké námìstí 55;Strakonice;2017-06-05;386055
50.7024287812;14.8036942662;Èeská spoøitelna;Revoluèní 164;Strá pod Ralskem;2017-06-05;544239
48.8997603695;17.3156478642;Èeská spoøitelna;Pøedmìstí 399;Stránice;2017-06-05;37794
49.7527787078;13.0034143506;Èeská spoøitelna;Husova 666;Støíbro;2017-06-05;54216
49.18453423;15.286362512;Èeská spoøitelna;nám. Sv. J. Nepomuckého 18;Studená;2017-06-05;287568
49.7145385115;18.0542082802;Èeská spoøitelna;nám. Republiky 697;Studénka;2017-06-05;57939
48.8881830006;14.8750948725;Èeská spoøitelna;Námìstí T. G. Masaryka 8;Suchdol nad Lunicí;2017-06-05;288660
49.2319872652;13.520069;Èeská spoøitelna;Poštovní 8;Sušice;2017-06-05;296920
49.6697182416;15.4055755133;Èeská spoøitelna;Komenského 240;Svìtlá nad Sázavou;2017-06-05;341285
49.7559498409;16.4713754578;Èeská spoøitelna;námìstí Míru 111/34;Svitavy;2017-06-05;390672
49.5232052839;16.2614082783;Èeská spoøitelna;Masarykovo námìstí 298;Bystøice nad Pernštejnem;2017-06-05;300465
49.7849815495;18.374331681;Èeská spoøitelna;Radnièní námìstí 300;Šenov;2017-06-05;188650
49.7287407246;17.2971135763;Èeská spoøitelna;ÈSA 1180/56;Šternberk;2017-06-05;52280
50.4533207137;14.3759595746;Èeská spoøitelna;Obchodní 546;Štìtí;2017-06-05;354150
49.9660313725;16.9782936874;Èeská spoøitelna;Hlavní tøída 433/25;Šumperk;2017-06-05;218232
49.7946742658;12.6339584685;Èeská spoøitelna;Boeny Nìmcové 2000;Tachov;2017-06-05;283700
50.7385527058;15.3079295434;Èeská spoøitelna;Krkonošská 654;Tanvald;2017-06-05;291888
49.1845812783;15.4537274806;Èeská spoøitelna;námìstí Zachariáše z Hradce 62;Telè;2017-06-05;438615
50.6425044221;13.8261537437;Èeská spoøitelna;Benešovo námìstí 421/1;Teplice;2017-06-05;421920
50.6369508305;13.8069259128;Èeská spoøitelna;Duchcovská 435;Teplice;2017-06-05;196504
50.5916692601;16.1705946003;Èeská spoøitelna;námìstí Aloise Jiráska 270;Teplice nad Metují;2017-06-05;67501
49.0613454677;17.4681688277;Èeská spoøitelna;Tø. Maršála Malinovského 1304;Uherské Hradištì;2017-06-05;252720
49.3490565642;16.4220387034;Èeská spoøitelna;nám. Komenského 121;Tišnov;2017-06-05;233160
50.0591539743;12.9845791994;Èeská spoøitelna;Námìstí Jiøího z Podìbrad 101;Touim;2017-06-05;174375
49.4287861619;17.2880028762;Èeská spoøitelna;Námìstí 12;Tovaèov;2017-06-05;396540
48.8403646008;14.6362842912;Èeská spoøitelna;ikovo námìstí 92;Trhové Sviny;2017-06-05;282924
50.5601826569;15.913410189;Èeská spoøitelna;Krakonošovo námìstí 20/16;Trutnov;2017-06-05;236280
50.2007550458;15.9940892154;Èeská spoøitelna;Masarykovo námìstí 33;Tøebechovice pod Orebem;2017-06-05;696690
49.2161722522;15.8828152757;Èeská spoøitelna;Karlovo nám. 31/25;Tøebíè;2017-06-05;212375
49.0034579283;14.7612140284;Èeská spoøitelna;Svobody 1024;Tøeboò;2017-06-05;233520
49.8695429657;15.5809112385;Èeská spoøitelna;Námìstí Míru 451;Tøemošnice;2017-06-05;281160
49.2919445825;15.48214217;Èeská spoøitelna;Franze Kafky 109/11;Tøeš;2017-06-05;257895
49.6679480507;18.6761668519;Èeská spoøitelna;nám. Svobody 1142;Tøinec;2017-06-05;222565
49.6803178859;18.6662343876;Èeská spoøitelna;Frıdecká 410;Tøinec;2017-06-05;125100
50.5877446154;15.15709378;Èeská spoøitelna;námìstí Èeského Ráje 94;Turnov;2017-06-05;225435
49.2238459165;14.4207091568;Èeská spoøitelna;Tyršova 35;Tın nad Vltavou;2017-06-05;247752
50.148006105;16.0740182408;Èeská spoøitelna;Mírové nám. 115;Tıništì nad Orlicí;2017-06-05;415215
49.0676012614;17.4652412256;Èeská spoøitelna;Dvoøákova 1210;Uherské Hradištì;2017-06-05;208985
48.9842591455;17.3884588267;Èeská spoøitelna;nám. sv. Ondøeje 46;Uherskı Ostroh;2017-06-05;154975
50.0850104346;14.1326055449;Èeská spoøitelna;Praská 377;Unhoš;2017-06-05;30865
49.7725276404;17.1213383208;Èeská spoøitelna;Dr. Beneše 85;Unièov;2017-06-05;220640
50.5100370165;16.0207930871;Èeská spoøitelna;Bratøí Èapkù 800;Úpice;2017-06-05;193280
50.6607873808;14.04088302;Èeská spoøitelna;Mírové námìstí 2/5;Ústí nad Labem;2017-06-05;286920
50.6712177054;14.1036834719;Èeská spoøitelna;Seifertova 604;Ústí nad Labem;2017-06-05;480168
49.9740591785;16.3947856542;Èeská spoøitelna;Mistra Jaroslava Kociana 86;Ústí nad Orlicí;2017-06-05;209625
49.9739320911;16.3947794645;Èeská spoøitelna;Mírové nám. 87;Ústí nad Orlicí;2017-06-05;255280
50.5847312444;14.3423438714;Èeská spoøitelna;Mírové námìstí 43;Úštìk;2017-06-05;68823
49.1401863565;18.0073041328;Èeská spoøitelna;Masarykovo námìstí 277;Valašské Klobouky;2017-06-05;411350
49.471690914;17.9708527005;Èeská spoøitelna;Komenského 3;Valašské Meziøíèí;2017-06-05;180900
48.7405286775;16.7538139001;Èeská spoøitelna;Rùová 36;Valtice;2017-06-05;301750
50.1175506124;16.290409357;Èeská spoøitelna;Husovo námìstí 6;Vamberk;2017-06-05;659421
50.9084363641;14.6262433655;Èeská spoøitelna;Národní 1863;Varnsdorf;2017-06-05;225660
49.2879703193;16.2267550629;Èeská spoøitelna;Masarykovo námìstí 7;Velká Bíteš;2017-06-05;266670
49.354078947;16.0130968849;Èeská spoøitelna;Námìstí 14/16;Velké Meziøíèí;2017-06-05;251430
50.2817740683;14.2366958277;Èeská spoøitelna;námìstí Krále Vladislava 225;Velvary;2017-06-05;515376
49.1867451504;14.6984556463;Èeská spoøitelna;námìstí T. G. Masaryka 24/I;Veselí nad Lunicí;2017-06-05;344800
48.9527376146;17.3806635574;Èeská spoøitelna;tø. Masarykova 131;Veselí nad Moravou;2017-06-05;284895
49.0539179103;13.7771210427;Èeská spoøitelna;1. máje 138/5;Vimperk;2017-06-05;243576
49.7746178629;17.7508089884;Èeská spoøitelna;Švermova 249;Vítkov;2017-06-05;186624
49.7024865485;14.8978061388;Èeská spoøitelna;Lidická 1697;Vlašim;2017-06-05;239580
49.14824679;14.1750393761;Èeská spoøitelna;Písecká 24;Vodòany;2017-06-05;251070
48.9101611832;13.8915849916;Èeská spoøitelna;Námìstí 34;Volary;2017-06-05;364160
49.165944503;13.8850084746;Èeská spoøitelna;námìstí Svobody 13;Volynì;2017-06-05;236565
49.6393426075;14.6422856616;Èeská spoøitelna;Komenského nám. 80;Votice;2017-06-05;247275
49.7712695733;18.3068666613;Èeská spoøitelna;Frıdecká 1094/3;Vratimov;2017-06-05;446256
50.6262307123;15.6124764102;Èeská spoøitelna;Krkonošská 153;Vrchlabí;2017-06-05;265960
49.3381573369;17.9940005968;Èeská spoøitelna;Svárov 1080;Vsetín;2017-06-05;309024
50.0839826643;14.4408811065;Èeská spoøitelna;námìstí Winstona Churchilla 1938/4;Praha 3;2017-06-05;285050
49.9529681381;16.1599399291;Èeská spoøitelna;B. Nìmcové 190;Vysoké Mıto;2017-06-05;229985
49.9140912402;13.9799294288;Èeská spoøitelna;Husova 172;Zdice;2017-06-05;322070
50.2627334166;17.3968845863;Èeská spoøitelna;nám. Svobody 10;Zlaté Hory;2017-06-05;143120
49.2280036779;17.6652028859;Èeská spoøitelna;Zarámí 4463;Zlín;2017-06-05;228165
49.0629157311;14.367836494;Èeská spoøitelna;Dolní námìstí 68;Zliv;2017-06-05;153340
48.8554099976;16.0534368044;Èeská spoøitelna;Pontassievská 918/1;Znojmo;2017-06-05;286155
49.7433682229;15.103776287;Èeská spoøitelna;námìstí MUDR. J. Svobody 63;Zruè nad Sázavou;2017-06-05;379120
50.6565362733;15.9091908444;Èeská spoøitelna;J. A. Komenského 122;acléø;2017-06-05;281920
50.0858844631;16.4651669723;Èeská spoøitelna;Nádraní 51;amberk;2017-06-05;137580
50.3271081273;13.5464552116;Èeská spoøitelna;námìstí Kruhové 245;atec;2017-06-05;401940
49.0648136434;17.0303612014;Èeská spoøitelna;Mìsteèko 250;dánice;2017-06-05;231455
49.5638640529;15.940049576;Èeská spoøitelna;nám. Republiky 1450/23;ïár nad Sázavou;2017-06-05;387168
49.6972817283;15.8152724106;Èeská spoøitelna;Školní 500;dírec nad Doubravou;2017-06-05;393813
50.6429036483;15.2538460217;Èeská spoøitelna;námìstí 3. kvìtna 37;eleznı Brod;2017-06-05;475956
49.0372365365;16.6181645957;Èeská spoøitelna;Námìstí Míru 151;idlochovice;2017-06-05;227480
50.0911124623;13.1630805714;Èeská spoøitelna;Velké námìstí 155;lutice;2017-06-05;359190
50.1207197434;12.3485487602;Èeská spoøitelna;Anglická 41/5;Františkovy Láznì;2017-06-05;287200
50.0506448574;14.4259756885;Èeská spoøitelna;Na høebenech II 1132/4;Praha 4 - Kavèí hory;2017-06-05;181350
50.1306717708;14.3751483349;Èeská spoøitelna;Kamıcká 129;Praha 6 - Suchdol;2017-06-05;447228
50.0798036274;14.3904342096;Èeská spoøitelna;Vaníèkova 315/7;Praha 6 - Strahov;2017-06-05;239200
50.0753560638;14.5183321903;Èeská spoøitelna;Sazeèská 227/1;Praha 10;2017-06-05;415755
50.1410697525;14.4287801264;Èeská spoøitelna;Èimická 780/61;Praha 8;2017-06-05;341800
49.4447412787;14.3687874379;Èeská spoøitelna;J. A. Komenského 1189;Milevsko;2017-06-05;278640
48.7588351211;16.8800822694;Èeská spoøitelna;Námìstí T.G. Masaryka 2392/17;Bøeclav;2017-06-05;39151
48.8506970795;16.8902568095;Èeská spoøitelna;nám. Osvoboditelù 336;Velké Bílovice;2017-06-05;415170
49.8169223628;18.547664568;Èeská spoøitelna;Stonava 1077;Stonava;2017-06-05;80046
50.2419498619;12.8385099166;Èeská spoøitelna;Závodu míru 208/46;Karlovy Vary-Stará Role;2017-06-05;25365
50.2475277952;14.3177245288;Èeská spoøitelna;Nám. J. Seiferta 696;Kralupy nad Vltavou;2017-06-05;454000
49.2985967246;17.3944423126;Èeská spoøitelna;Vodní 104/2;Kromìøí;2017-06-05;252576
49.8962913636;18.3584886449;Èeská spoøitelna;Bezruèova 150;Bohumín;2017-06-05;244950
49.6300560551;16.345357726;Èeská spoøitelna;nám. Na podkovì 6;Bystré;2017-06-05;141792
49.4648925609;14.069107592;Èeská spoøitelna;èp. 314;Èimelice;2017-06-05;193410
49.6114836131;16.6795596628;Èeská spoøitelna;nám. Míru 653;Velké Opatovice;2017-06-05;555822
49.0686221718;17.4598383319;Èeská spoøitelna;Masarykovo námìstí 34;Uherské Hradištì;2017-06-05;342800
50.0863849001;14.4194073406;Èeská spoøitelna;Malé námìstí 457/13;Praha 1 - Staré Mìsto;2017-06-05;314604
49.2535996747;15.1851936743;Èeská spoøitelna;Havlíèkovo námìstí 243;irovnice;2017-06-05;328185
49.5554262605;17.7351656715;Èeská spoøitelna;Tø. 1. máje 1260;Hranice;2017-06-05;227340
50.0885111601;14.4311262975;Èeská spoøitelna;V Celnici 1040/5;Praha 1;2017-06-05;336500
49.766842149;15.9199669649;Èeská spoøitelna;Polièská 444;Hlinsko;2017-06-05;216265
50.1982576766;15.8273048472;Èeská spoøitelna;Sokolská 581;Hradec Králové;2017-06-05;204975
50.0729856577;14.3400664802;Èeská spoøitelna;V úvalu 84;Praha 5;2017-06-05;202875
50.0750756245;14.5400910949;Èeská spoøitelna;Zamenhofova 440;Praha 10 - Štìrboholy;2017-06-05;394200
50.030833955;14.3922477324;Èeská spoøitelna;Køíeneckého námìstí 1078/5;Praha 5 - Barrandov;2017-06-05;219825
49.7246647919;13.4015184616;Èeská spoøitelna;námìstí Milady Horákové 1931/12;Plzeò;2017-06-05;829890
50.0756203652;14.4770456913;Èeská spoøitelna;Šrobárova 1150/50;Praha 10;2017-06-05;192210
50.0299927923;14.4563933246;Èeská spoøitelna;Thomayerova 800/5;Praha 4 - Krè;2017-06-05;848160
49.8308396669;18.2851579433;Èeská spoøitelna;Jantarová 3344/4;Ostrava - Moravská Ostrava;2017-06-05;233670
49.1558117837;16.5975677027;Èeská spoøitelna;Vídeòská 132/100;Brno;2017-06-05;241020
50.0474660366;14.3545714314;Èeská spoøitelna;Radlická 520/117;Praha 5;2017-06-05;272556
49.5952863152;17.2501396955;Èeská spoøitelna;8. kvìtna 465/24;Olomouc;2017-06-05;351400
50.0811923541;14.4246223362;Èeská spoøitelna;Vodièkova 710/31;Praha 1;2017-06-05;194670
49.2622444612;16.5790642086;Èeská spoøitelna;Hradecká 408/40;Brno;2017-06-05;506736
50.1082438258;14.58546289;Èeská spoøitelna;Chlumecká 765/6;Praha 9 - Èernı Most;2017-06-05;311670
49.7908819558;18.4407482989;Èeská spoøitelna;U Skleníkù 1490/24;Havíøov;2017-06-05;182850
50.4567978005;13.3925348764;Èeská spoøitelna;Èernovická 5430;Chomutov;2017-06-05;376560
49.7777722317;13.3489806126;Èeská spoøitelna;Chotíkov 385;Chotíkov;2017-06-05;470952
50.2192298661;12.8059938152;Èeská spoøitelna;Obchodní 30;Jenišov;2017-06-05;96130
50.7773084154;15.0289456596;Èeská spoøitelna;Sousedská 600;Liberec;2017-06-05;383150
49.6021592077;17.2212244866;Èeská spoøitelna;Praská 39/248;Olomouc;2017-06-05;228150
49.9290459706;17.9409388695;Èeská spoøitelna;Tìšínská 2830/83;Opava;2017-06-05;362840
49.8480402723;18.1478268574;Èeská spoøitelna;Opavská 326/90;Ostrava - Plesná;2017-06-05;392580
50.0529631093;14.2962753296;Èeská spoøitelna;Sárská 5/133;Praha 5 - Tøebonice;2017-06-05;64880
50.6513749408;14.0019861397;Èeská spoøitelna;Tyršova 869;Trmice;2017-06-05;177425
49.1911753322;16.6129655312;Èeská spoøitelna;Nádraní 418/1;Brno;2017-06-05;131975
48.7540646044;16.8928421788;Èeská spoøitelna;Sady 28. øíjna 248;Bøeclav;2017-06-05;273035
50.214576149;15.8107168917;Èeská spoøitelna;Riegrovo námìstí 914/2;Hradec Králové;2017-06-05;240192
50.0249754679;15.2139935894;Èeská spoøitelna;Rorejcova 569;Kolín;2017-06-05;288960
50.1930921477;15.0458482952;Èeská spoøitelna;Petra Bezruèe 361;Nymburk;2017-06-05;175000
49.5929010066;17.2778469575;Èeská spoøitelna;Jeremenkova 103/23;Olomouc;2017-06-05;262332
49.8507047689;18.2672002475;Èeská spoøitelna;Nádraní 164/215;Ostrava - Pøívoz;2017-06-05;379640
50.0323552594;15.7563005135;Èeská spoøitelna;námìstí Jana Pernera 217;Pardubice;2017-06-05;155370
49.7436134061;13.3891726212;Èeská spoøitelna;Nádraní 102/9;Plzeò;2017-06-05;571788
49.1790230601;16.6053657797;Èeská spoøitelna;Heršpická 823/3;Brno;2017-06-05;46530
49.9973146143;14.5871255205;Èeská spoøitelna;Lipová 281;Èestlice;2017-06-05;161976
50.1820888328;15.8017809689;Èeská spoøitelna;Rovná 1697;Hradec Králové;2017-06-05;220560
49.5869816483;17.2870888299;Èeská spoøitelna;Rolsberská 1271/10;Olomouc;2017-06-05;357624
49.805240768;18.2775351867;Èeská spoøitelna;Rudná 2978/11;Ostrava - Vítkovice;2017-06-05;434784
49.7471533837;13.3934525368;Èeská spoøitelna;U Prazdroje 2750/24;Plzeò;2017-06-05;135920
50.075203284;14.3082186384;Èeská spoøitelna;Slánská 1706/2;Praha 6 - Øepy;2017-06-05;373040
50.1115334206;14.5816663995;Èeská spoøitelna;Chlumecká 2398;Praha 9 - Èernı Most;2017-06-05;634149
50.2171635274;15.8514093122;Èeská spoøitelna;tøída SNP 733/2;Hradec Králové;2017-06-05;313776
50.660793687;14.0417530947;Èeská spoøitelna;Mírové námìstí 2442/6;Ústí nad Labem;2017-06-05;241605
50.7254117823;15.6063026825;Èeská spoøitelna;Špindlerùv Mlın 10;Špindlerùv Mlın;2017-06-05;478700
50.769810373;15.0609172521;Èeská spoøitelna;nám. Šaldovo 1345/6;Liberec;2017-06-05;756990
50.7226633345;15.1675389832;Èeská spoøitelna;Anenské námìstí 4340/8;Jablonec nad Nisou;2017-06-05;206900
48.6437609736;14.2211803968;Èeská spoøitelna;è. p. 307;Lipno nad Vltavou;2017-06-05;200460
49.1994628599;16.6142767355;Èeská spoøitelna;Pøíkop 838/6;Brno;2017-06-05;337014
48.9844001061;14.4720417034;Èeská spoøitelna;Praská tø. 1247/24;Èeské Budìjovice;2017-06-05;324990
49.1555411098;16.627440838;Èeská spoøitelna;Skandinávská 126/4;Brno;2017-06-05;178650
50.104604607;14.5868072673;Èeská spoøitelna;Chlumecká 664/10;Praha 9 - Èernı Most;2017-06-05;212660
50.0514136411;14.2977243894;Èeská spoøitelna;Skandinávská 131/1;Praha 5 - Tøebonice;2017-06-05;316704
50.7694505397;15.0587322437;Èeská spoøitelna;nám. Dr. E. Beneše 2/32;Liberec;2017-06-05;243725
49.5106236354;12.8025301284;Èeská spoøitelna;námìstí Míru 210;Pobìovice;2017-06-05;439470
50.0903823908;14.3996906128;Èeská spoøitelna;Hrad I. nádvoøí 1;Praha 1 - Hradèany;2017-06-05;238050
49.7470085312;13.400587938;Èeská spoøitelna;Rokycanská 2656/2;Plzeò;2017-06-05;244500
50.563067974;13.7633345389;Èeská spoøitelna;Nábøeí 463;Bílina;2017-06-05;85190
49.1765948627;16.5975298981;Èeská spoøitelna;Vídeòská 815/89a;Brno;2017-06-05;208145
50.6988390033;14.5432881948;Èeská spoøitelna;Borská 3215;Èeská Lípa;2017-06-05;203770
48.9936887865;14.468661481;Èeská spoøitelna;Strakonická 1272;Èeské Budìjovice;2017-06-05;357642
49.6775455316;18.3693964339;Èeská spoøitelna;Hlavní tøída 3274;Frıdek-Místek;2017-06-05;329600
50.4358720932;14.9101503955;Èeská spoøitelna;Kosmonosy 1236;Kosmonosy;2017-06-05;161950
50.775308415;15.0624299441;Èeská spoøitelna;Budyšínská 1400;Liberec;2017-06-05;486864
50.5264968755;14.1390502341;Èeská spoøitelna;eletická 2210/19;Litomìøice;2017-06-05;167730
50.4122607388;14.9362862739;Èeská spoøitelna;Jièínská 1349;Mladá Boleslav;2017-06-05;325185
50.4859496923;13.6555108239;Èeská spoøitelna;Velebudická 3270;Most;2017-06-05;324550
50.0528535414;14.2853437443;Èeská spoøitelna;Øevnická 121/1;Praha 5;2017-06-05;161625
49.7702989507;18.2480315593;Èeská spoøitelna;Horní 283/87;Ostrava - Dubina;2017-06-05;410697
49.8286252971;18.1874114952;Èeská spoøitelna;Opavská 6201/1a;Ostrava - Poruba;2017-06-05;333795
50.0564904751;15.7623538309;Èeská spoøitelna;Podìbradská 297;Pardubice;2017-06-05;752085
50.0535879955;14.5177253289;Èeská spoøitelna;Švehlova 1391/32;Praha 10;2017-06-05;329500
49.4733917557;17.0806194761;Èeská spoøitelna;Plumlovská 456;Prostìjov;2017-06-05;359145
49.0771442904;17.4539072468;Èeská spoøitelna;Vıchodní 1352;Staré Mìsto;2017-06-05;349245
49.408307944;14.6869247001;Èeská spoøitelna;Chınovská 3049;Tábor;2017-06-05;68530
50.6454845897;13.8226274265;Èeská spoøitelna;Nákladní 3201;Teplice;2017-06-05;206430
49.2027945681;15.8851105405;Èeská spoøitelna;Znojemská 1383;Tøebíè;2017-06-05;831600
49.2210055245;17.6407798727;Èeská spoøitelna;Pøímá 671;Zlín;2017-06-05;342370
48.8459754054;16.0660060659;Èeská spoøitelna;Brnìnská 2937/21;Znojmo;2017-06-05;148872
49.4349455146;15.2146925724;Èeská spoøitelna;Arch. Janáka 1943;Pelhøimov;2017-06-05;255120
49.3051983225;15.6777946816;Èeská spoøitelna;nám. Svobody 254;Brtnice;2017-06-05;67472
48.9323056921;16.884043759;Èeská spoøitelna;Augusty Šebestové 306;Kobylí;2017-06-05;428715
50.5982268137;13.614498945;Èeská spoøitelna;9. kvìtna 2047;Litvínov;2017-06-05;367092
49.8987137078;18.3503347592;Èeská spoøitelna;9. kvìtna 1197;Bohumín;2017-06-05;270585
49.4913795484;16.6415762366;Èeská spoøitelna;Rovná 2460/4;Boskovice;2017-06-05;259020
49.1739650287;16.5820298719;Èeská spoøitelna;Kamenice 745/1;Brno;2017-06-05;299088
49.9023863052;15.4033852549;Èeská spoøitelna;Jeníkovská 1983;Èáslav;2017-06-05;245760
49.9120019613;16.4409862079;Èeská spoøitelna;Dr. E. Beneše 692;Èeská Tøebová;2017-06-05;328905
48.9737509633;14.4627439402;Èeská spoøitelna;Na Sádkách 1444;Èeské Budìjovice;2017-06-05;274770
48.825090668;14.3320622734;Èeská spoøitelna;Urbinská 236;Èeskı Krumlov;2017-06-05;292680
49.7465540177;18.6075786464;Èeská spoøitelna;Ostravská 2030/77;Èeskı Tìšín;2017-06-05;491000
49.4427636106;12.9267960522;Èeská spoøitelna;Pivovarská 700;Domalice;2017-06-05;344205
49.6874051541;18.3478600421;Èeská spoøitelna;Revoluèní 3470;Frıdek-Místek;2017-06-05;69020
49.7716721249;18.4448745183;Èeská spoøitelna;U Stadionu 1640/1;Havíøov;2017-06-05;224130
49.6015193583;15.58595797;Èeská spoøitelna;Bìlohradská 3855;Havlíèkùv Brod;2017-06-05;310680
50.217503948;15.8391985394;Èeská spoøitelna;Pilnáèkova 436/11;Hradec Králové;2017-06-05;356769
50.4666820178;13.4244206767;Èeská spoøitelna;Mostecká;Chomutov;2017-06-05;181368
50.7154345343;15.1578282533;Èeská spoøitelna;Jateèní 5156/4;Jablonec nad Nisou;2017-06-05;143075
50.4320533076;15.355474217;Èeská spoøitelna;Riegrova 1148;Jièín;2017-06-05;186032
50.1311578727;14.1166378218;Èeská spoøitelna;Italská 50;Kladno;2017-06-05;326400
50.0873276902;17.7076956959;Èeská spoøitelna;Opavská 1132/14;Krnov;2017-06-05;226520
49.0047218766;17.1084748938;Èeská spoøitelna;Svatoborská 1379/104;Kyjov;2017-06-05;246528
50.7518011158;15.0555891072;Èeská spoøitelna;Dr. Milady Horákové 586/90;Liberec;2017-06-05;467150
50.5364659729;14.1459984034;Èeská spoøitelna;Na Kocandì 2201/35;Litomìøice;2017-06-05;264425
50.5988508658;13.6176376815;Èeská spoøitelna;Jiráskova 2181;Litvínov;2017-06-05;209850
50.4253335351;14.9129350554;Èeská spoøitelna;U Stadionu 1276;Mladá Boleslav;2017-06-05;319130
50.7664646428;14.5443743994;Èeská spoøitelna;B. Egermanna 881;Novı Bor;2017-06-05;129420
50.1773687547;15.0443795276;Èeská spoøitelna;Kolínská 2507;Nymburk;2017-06-05;444800
49.5884502266;17.2718821585;Èeská spoøitelna;Štursova 1124/3;Olomouc;2017-06-05;314480
